,Name,image_link,tickets_url,start_date,start_time,end_date,end_time,venue,address_1,address_2,organizer,organizer_url,url
14,Laundrex India Expo 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F410710099%2F1313816364053%2F1%2Foriginal.20221216-044001?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=73f6562f35769161a66f93185c54c0c1,https://www.eventbrite.com/checkout-external?eid=490329056407,2023-09-13,10:00,2023-09-15,18:00,NESCO GATE 1,Western Express Highway,,Virtual Info Systems,https://www.eventbrite.com/o/virtual-info-systems-58247618033,https://www.eventbrite.com/e/laundrex-india-expo-2023-tickets-490329056407
15,Pune - Can self realisation save us in the Final Judgement?,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F207898579%2F250110139773%2F1%2Foriginal.20220103-071855?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C41%2C1080%2C540&s=ed2cfa4cd8a9da697a217428e7527eb3,https://www.eventbrite.com/checkout-external?eid=239340011417,2023-06-11,08:15,2023-06-11,09:15,Online -Zoom,https://zoom.us/j/9181716151,,Free Guided Meditation,https://www.eventbrite.com/o/free-guided-meditation-33712679317,https://www.eventbrite.com/e/pune-can-self-realisation-save-us-in-the-final-judgement-tickets-239340011417
16,"ICAI Startup SPhere on 27-28th June, 2023 at Jio World Centre, Mumbai",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524991939%2F1567439162513%2F1%2Foriginal.20230530-083945?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C736%2C3000%2C1500&s=cd8258f277e4ffa2bcf2a7618316deed,https://www.eventbrite.com/checkout-external?eid=642006327207,2023-06-27,10:00,2023-06-28,18:00,Jio World Convention Centre,Jio World Convention Centre,"World Jio Centre, Bandra Kurla Complex (BKC), Bandra (East) Mumbai",ICAI,https://www.eventbrite.sg/o/icai-66232352643,https://www.eventbrite.sg/e/icai-startup-sphere-on-27-28th-june-2023-at-jio-world-centre-mumbai-tickets-642006327207
17,ONLINE : Free Meditation course -- Mumbai. Experience the peace & balance,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F145648637%2F250110139773%2F1%2Foriginal.20210826-063353?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=175%2C0%2C700%2C350&s=3c1d157355100e95d7d117a0c9446050,https://www.eventbrite.com/checkout-external?eid=168535663707,2023-06-10,21:00,2023-06-10,22:00,Online - Zoom,https://us02web.zoom.us/j/5587014223?pwd=S2xiMmd2Zk1nMDkwUFRBL2c5NEVVQT09,,We Meditate,https://www.eventbrite.com/o/we-meditate-34316778617,https://www.eventbrite.com/e/online-free-meditation-course-mumbai-experience-the-peace-balance-tickets-168535663707
18,Seagull Brand Launch Centre,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F523273829%2F1574886622343%2F1%2Foriginal.20230526-123833?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C29%2C2500%2C1250&s=488210c9e58593a1e98fb72189abf7dc,https://www.eventbrite.com/checkout-external?eid=643677535837,2023-07-01,10:00,2023-07-01,12:00,Seagull Advertising,"Windor Commerce, 5th floor",Baner road,Seagull Advertising,https://www.eventbrite.com/o/seagull-advertising-66452472773,https://www.eventbrite.com/e/seagull-brand-launch-centre-tickets-643677535837
19,ONLINE : Free Meditation course -- Antalya. Experience the peace & balance,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F151040049%2F250110139773%2F1%2Foriginal.20210826-144848?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C12%2C1200%2C600&s=ade94aa42cf4526378079a06ae7991eb,https://www.eventbrite.com/checkout-external?eid=173966226667,2023-06-10,18:30,2023-06-10,19:30,Online - Zoom,"8, chaitanya soc., warje naka, warje",,We Meditate,https://www.eventbrite.com/o/we-meditate-34316778617,https://www.eventbrite.com/e/online-free-meditation-course-antalya-experience-the-peace-balance-tickets-173966226667
20,Effective Note-Taking- Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F409884739%2F768571642273%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ddbc118ea4a6f4481b1540fb9c12d2ab,https://www.eventbrite.com/checkout-external?eid=488849380657,2023-06-15,20:30,2023-06-15,21:30,Mumbai,[ONLINE EVENT],,Iris Reading,https://www.eventbrite.com/o/iris-reading-58158045383,https://www.eventbrite.com/e/effective-note-taking-mumbai-tickets-488849380657
21,Football Match in Pune,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F416283749%2F1332750531903%2F1%2Foriginal.20230101-112533?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C210%2C2250%2C1125&s=d4a77ed42a3cc6e5e47339f121f493fc,https://www.eventbrite.com/checkout-external?eid=501825161567,2023-06-11,17:00,2023-06-11,20:00,PWD Ground,Karmvir Bhaurao Patil Road,,Pune City Football Club,https://www.eventbrite.com/o/pune-city-football-club-58817388703,https://www.eventbrite.com/e/football-match-in-pune-tickets-501825161567
22,Archerfish and Kai & Cove Trade Show,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F532595949%2F1597772016513%2F1%2Foriginal.20230609-065328?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C754%2C900%2C450&s=f573b1c4ed75e6d47c5d7ca265be7f84,https://www.eventbrite.com/checkout-external?eid=654714908917,2023-06-13,11:00,2023-06-13,19:00,"Commercial Complex Building D, Unit 16,, Ganeesham Phase II",ganeesham phase 2,,Archerfish and Kai & Cove,https://www.eventbrite.com/o/archerfish-and-kai-amp-cove-67068061943,https://www.eventbrite.com/e/archerfish-and-kai-cove-trade-show-tickets-654714908917
23,How to Catapult Workplace Productivity and Nurture a Vibrant Culture,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F523118609%2F1429962666563%2F1%2Foriginal.20230526-055155?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=d02fd778f839f33bc30539fe8682968a,https://www.eventbrite.com/checkout-external?eid=601232501597,2023-06-13,19:00,2023-06-13,20:00,ONLINE EVENT,Dynasty Business Park,Near Andheri - Kurla Road,Samex,https://www.eventbrite.com/o/samex-30664624248,https://www.eventbrite.com/e/how-to-catapult-workplace-productivity-and-nurture-a-vibrant-culture-tickets-601232501597
24,"Monthly #FirstFridayFair Business, Data & Tech (Virtual Event) - #BOM",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F111066285%2F72706220705%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C169%2C1216%2C608&s=ffa143261b9ec4941db36e7f9955288c,https://www.eventbrite.com/checkout-external?eid=484679628817,2023-07-07,11:00,2023-07-07,14:00,Virtual Event [Online Only],Virtual Event Only,,AnalyticsWEEK,https://www.eventbrite.com/o/analyticsweek-6165847909,https://www.eventbrite.com/e/monthly-firstfridayfair-business-data-tech-virtual-event-bom-tickets-484679628817
25,JEWELLERY WORLD EXHIBITION,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F417663579%2F797663167373%2F1%2Foriginal.20230104-071109?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C260%2C1042%2C521&s=6d3b154013134250b16c4b9304c785cc,https://www.eventbrite.com/checkout-external?eid=504272682167,2023-07-21,22:00,2023-07-24,05:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,Insignia Exhibitions & Events,https://www.eventbrite.com/o/insignia-exhibitions-amp-events-41131628963,https://www.eventbrite.com/e/jewellery-world-exhibition-tickets-504272682167
26,FOAID - Festival of Architecture and Interior Designing,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F531779589%2F1595811427793%2F1%2Foriginal.20230608-071235?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C167%2C1400%2C700&s=f0e75e5289a6bfe2f26da867336e3fb4,https://www.eventbrite.com/checkout-external?eid=653732620867,2023-08-18,10:00,2023-08-19,23:00,Jio World Convention Centre,BKC,Bandra,FOAID India,https://www.eventbrite.com/o/foaid-india-67014962833,https://www.eventbrite.com/e/foaid-festival-of-architecture-and-interior-designing-tickets-653732620867
27,Living Philosophy Course: Free Introduction,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F472559599%2F260609694756%2F1%2Foriginal.20230319-172858?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=9ba8c7071b6c1a6b24037fbe4175c6ce,https://www.eventbrite.com/checkout-external?eid=594055033597,2023-06-15,19:30,2023-06-15,21:30,New Acropolis Pune branch,"Plot no.22, Gangajanan Society","Lane No. 7, Koregaon Park, South Main Road",New Acropolis Pune,https://www.eventbrite.com/o/new-acropolis-pune-17461826101,https://www.eventbrite.com/e/living-philosophy-course-free-introduction-tickets-594055033597
28,Dream Job Secrets - Increase Your Resume Score - Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F447610179%2F1340580228793%2F1%2Foriginal.20230215-003629?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C11%2C1000%2C500&s=6a68127101fc6e5879bd681e36ab2794,https://www.eventbrite.com/checkout-external?eid=550927187047,2023-07-07,15:30,2023-07-07,16:30,"Online Virtual Event - Attend Anywhere with Fast Wifi and Sound, Mumbai",Mumbai,,Dream Job Secrets - Find Your Resume Score,https://www.eventbrite.com.au/o/dream-job-secrets-find-your-resume-score-60922663183,https://www.eventbrite.com.au/e/dream-job-secrets-increase-your-resume-score-mumbai-tickets-550927187047
29,Develop a Successful FinTech | De-Fi Startup Business Today!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F356478279%2F233567016891%2F1%2Foriginal.20220604-185429?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C10%2C812%2C406&s=54f269d9258a13a154f7a3b043509090,https://www.eventbrite.com/checkout-external?eid=500543498077,2023-06-13,13:00,2023-06-13,17:00,Mumbai,Virtual Workshop,,Atechup.com,https://www.eventbrite.com/o/atechupcom-15646132597,https://www.eventbrite.com/e/develop-a-successful-fintech-de-fi-startup-business-today-tickets-500543498077
30,2023 EB-5 & Global Immigration Expo India,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F517801699%2F1270446424833%2F1%2Foriginal.20230518-171939?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C15%2C1200%2C600&s=3fc74d639edfaccf72563059e4a6efe4,https://www.eventbrite.com/checkout-external?eid=638817318797,2023-09-16,08:00,2023-09-16,17:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,Uglobal Immigration Magazine/EB5 Investors Magazine,https://www.eventbrite.com/o/uglobal-immigration-magazineeb5-investors-magazine-26833242005,https://www.eventbrite.com/e/2023-eb-5-global-immigration-expo-india-tickets-638817318797
31,GIFTEX'23,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F496011859%2F1492622818623%2F1%2Foriginal.20230419-073300?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=36%2C10%2C904%2C452&s=5cb7d30760b591a6de39f9bd84285566,https://www.eventbrite.com/checkout-external?eid=620539619707,2023-08-08,19:00,2023-08-11,22:00,Nehru Science Center,"Nehru Centre, Dr. Annie Besant Road, Worli, Mumbai – 400018. India",,Giftex India,https://www.eventbrite.com/o/giftex-india-64078470273,https://www.eventbrite.com/e/giftex23-tickets-620539619707
32,glasspex INDIA 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F444913429%2F1392129303973%2F1%2Foriginal.20230213-090736?w=328&auto=format%2Ccompress&q=75&sharp=10&rect=66%2C0%2C328%2C164&s=70bdfdf769a54d273d2ac60d5bb3185a,https://www.eventbrite.com/checkout-external?eid=545850091317,2023-09-14,09:00,2023-09-16,18:00,Bombay Exhibition Centre,Hall No. 2,"goregaon east,",Messe Düsseldorf India Pvt. Ltd.,https://www.eventbrite.com/o/messe-dusseldorf-india-pvt-ltd-60782287383,https://www.eventbrite.com/e/glasspex-india-2023-tickets-545850091317
33,Building The Winning Startup Team and Company Culture: Pune edition,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F528528089%2F3865663544%2F1%2Foriginal.20230603-183218?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C85%2C1600%2C800&s=21618e5d4db81aa4ff6af1107db41301,https://www.eventbrite.com/checkout-external?eid=649788724567,2023-06-10,16:00,2023-06-10,18:00,Ideas to Impacts,"Lane, 3, near VIJAY SALES - BANER, Pallod Farms, Baner,",,eChai Pune Startup Network,https://www.eventbrite.com/o/echai-pune-startup-network-26549682889,https://www.eventbrite.com/e/building-the-winning-startup-team-and-company-culture-pune-edition-tickets-649788724567
34,Portfolio photographers in india,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F512256629%2F460039656348%2F1%2Foriginal.20230510-214308?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=517%2C0%2C926%2C463&s=351914a515af648719a31815f62cbd6e,https://www.eventbrite.com/checkout-external?eid=634270188207,2023-06-20,19:00,2023-06-20,22:00,Gyan Kendra Secondary School,"A-1, Surya Kiran, Model Town",,A Rrajani,https://www.eventbrite.com/o/a-rrajani-30712049920,https://www.eventbrite.com/e/portfolio-photographers-in-india-tickets-634270188207
35,PINK ALMARI - RAKHI & TROUSSEAU EDIT,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F477474319%2F1394112791873%2F1%2Foriginal.20230325-065200?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C64%2C514%2C257&s=8b93f638a73c18ee1cd245ee6ec16fbe,https://www.eventbrite.com/checkout-external?eid=598871419537,2023-08-02,11:00,2023-08-02,19:00,Blue Sea Catering and Banquets,11 Khan Abdul Gaffar Khan Road,,MARRIAGE MANTRA,https://www.eventbrite.com/o/marriage-mantra-63293554053,https://www.eventbrite.com/e/pink-almari-rakhi-trousseau-edit-tickets-598871419537
36,Brazilian JiuJiitsu Workshop by Prof. Carlos Almeida,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F529980269%2F1588822585973%2F1%2Foriginal.20230606-062946?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=dc0f1c8253ff73306d80e71daa7b1669,https://www.eventbrite.com/checkout-external?eid=649967469197,2023-06-09,13:30,2023-06-11,16:00,Evolution Combat Sports(Bandra) and Fit and Fight Club (Nerul),"Evolution Combat Sports, B.P.C.A","St. Martin's Road, Bandra West",Fit and Fight Club,https://www.eventbrite.com/o/fit-and-fight-club-66811297083,https://www.eventbrite.com/e/brazilian-jiujiitsu-workshop-by-prof-carlos-almeida-tickets-649967469197
37,Money Expo India 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F444862499%2F1394200320313%2F1%2Foriginal.20230213-054456?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=5f077de2efa38fca69811aecdec575cd,https://www.eventbrite.com/checkout-external?eid=545740904737,2023-08-12,10:00,2023-08-13,18:00,Jio World Convention Centre,"G Block, Bandra Kurla Complex","Bandra East, Mumbai, Maharashtra",Trasol Events,https://www.eventbrite.com/o/trasol-events-60774281733,https://www.eventbrite.com/e/money-expo-india-2023-tickets-545740904737
38,Effective Note-Taking- Pune,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F409934009%2F768571642273%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=08dd9d12b07a3eb7e218d035eb2fe21d,https://www.eventbrite.com/checkout-external?eid=488914575657,2023-06-15,20:30,2023-06-15,21:30,Pune,[ONLINE EVENT],,Iris Reading,https://www.eventbrite.com/o/iris-reading-58158045383,https://www.eventbrite.com/e/effective-note-taking-pune-tickets-488914575657
39,"VIRTUAL SOFTWARE DEVELOPMENT CONFERENCE Mumbai, India",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F513398669%2F1083060350403%2F1%2Foriginal.20230511-074924?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C81%2C1920%2C960&s=394950743b5e6e9f86c91eda1c2f2cd8,https://www.eventbrite.com/checkout-external?eid=635271071877,2023-11-15,12:30,2023-11-17,20:30,Online,"Shanti Avedna Sadan216 Mount Mary Road, Mumbai, MH, 400050",,BUILD STUFF,https://www.eventbrite.com/o/build-stuff-51333626523,https://www.eventbrite.com/e/virtual-software-development-conference-mumbai-india-tickets-635271071877
40,Metal Forming Expo,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F471334449%2F1453713828983%2F1%2Foriginal.20230317-084031?w=278&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C278%2C139&s=9ab4206067a8a0a68efd2116fc227a8f,https://www.eventbrite.com/checkout-external?eid=592185170787,2023-09-01,10:00,2023-09-03,18:00,Auto Cluster Exhibition Center,181 Old Mumbai - Pune Highway,,Future Market Events,https://www.eventbrite.com/o/future-market-events-62802712043,https://www.eventbrite.com/e/metal-forming-expo-tickets-592185170787
41,"SCAD Summer Workshop Mumbai, India: Elements, Organization, Color and Space",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F518469089%2F1552299934583%2F1%2Foriginal.20230519-144157?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=240%2C0%2C800%2C400&s=8fac96e9dfdd33cc11b42b403314e2fd,https://www.eventbrite.com/checkout-external?eid=639361656927,2023-07-03,10:00,2023-07-07,18:00,COGS Early Advising,Vile Parle,,SCAD: Savannah College of Art and Design,https://www.eventbrite.com/o/scad-savannah-college-of-art-and-design-65830690553,https://www.eventbrite.com/e/scad-summer-workshop-mumbai-india-elements-organization-color-and-space-tickets-639361656927
42,100 Successful Women in Business Convention & Awards Mumbai-India,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F468159759%2F284564926733%2F1%2Foriginal.20230314-012503?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=669c807fb70fd479e988a9b899a028ae,https://www.eventbrite.com/checkout-external?eid=483980748447,2023-12-06,10:00,2023-12-10,18:00,India,111,,Global Trade Chamber,https://www.eventbrite.com/o/global-trade-chamber-18291590073,https://www.eventbrite.com/e/100-successful-women-in-business-convention-awards-mumbai-india-tickets-483980748447
43,The FoodFix Expo 2023-The most irresistible food and beverage exhibition!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F532611649%2F1205895197263%2F1%2Foriginal.20230609-075329?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C83%2C1080%2C540&s=411c8cc01fcab36d00c33821c2970391,https://www.eventbrite.com/checkout-external?eid=654726995067,2023-08-05,11:00,2023-08-06,19:00,World Trade Centre,A Road,,Woman's Extravaganza,https://www.eventbrite.com/o/womans-extravaganza-55153268153,https://www.eventbrite.com/e/the-foodfix-expo-2023-the-most-irresistible-food-and-beverage-exhibition-tickets-654726995067
44,#mHealthUX | How To Innovate in Digital Health,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F519195609%2F262347974128%2F1%2Foriginal.20230511-003657?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1024%2C512&s=119c0b028cb8405d2a021a5d1d9f7957,https://www.eventbrite.com/checkout-external?eid=639959304507,2023-06-30,18:00,2023-06-30,20:00,Mindshop Online Classroom,.,,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/mhealthux-how-to-innovate-in-digital-health-tickets-639959304507
45,Space Cranival,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F530091449%2F1520178709003%2F1%2Foriginal.20230606-104153?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=2103e9b5aec87591fc8cace165328992,https://www.eventbrite.com/checkout-external?eid=651717413327,2023-06-10,10:30,2023-06-10,13:00,Foundree Preschool & Daycare - Chembur,Foundree Preschool & Daycare,"Usha Kiran Bunglow, 10th Road, Sandu Garden, Chembur East, Near Joy Hospital,",Foundree Preschool & Daycare,https://www.eventbrite.com/o/foundree-preschool-amp-daycare-64877454283,https://www.eventbrite.com/e/space-cranival-tickets-651717413327
46,12th  GIIS and IRES  Investment Migration Expo: Mumbai India,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F473444099%2F238190587908%2F1%2Foriginal.20230320-192953?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=be2c438420c7b40f29e3ebef536e165d,https://www.eventbrite.com/checkout-external?eid=594998355097,2023-09-09,10:00,2023-09-09,21:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,"BLS Global, London",https://www.eventbrite.co.uk/o/bls-global-london-15956469857,https://www.eventbrite.co.uk/e/12th-giis-and-ires-investment-migration-expo-mumbai-india-tickets-594998355097
